"gene","marv.count","marv.lof.count","marv.ms.count","MSZ","pLI","pRec","pNull","scale.msz","lof.ms.aggregate","brain.expressed"
"DCDC5",2,0,2,0,0,NA,NA,0,0,FALSE
"CNTNAP4",2,0,2,0,2.3431154940654e-05,0.999939338473767,3.72303712927122e-05,0,0,TRUE
"PRB4",2,0,2,0,8.85269506815037e-08,0.165369217593938,0.834630693879111,0,0,FALSE
"SLX4",2,0,2,0,8.90319772055342e-08,0.999813620295056,0.000186290672966407,0,0,TRUE
"SASH1",2,0,2,0,0.00325444461467519,0.996741816786582,3.73859874266323e-06,0,0,TRUE
"AMY2B",2,0,2,0,7.64543781687526e-09,0.690335157634563,0.30966483472,0,0,FALSE
"SLC16A5",2,0,1,0,3.7061944576566e-05,0.600002126869151,0.399960811186273,0,0,FALSE
"SCN11A",2,0,2,0,2.51866017251712e-19,0.922637770446685,0.0773622295533153,0,0,FALSE
"ZNF559",2,0,1,0,7.71788505951748e-09,0.147060009052863,0.852939983229252,0,0,TRUE
"MYBBP1A",2,0,2,0,1.69244645255186e-17,0.279235871440417,0.720764128559583,0,0,TRUE
"TRPV5",2,0,2,0,4.66125605838153e-10,0.7975623545661,0.202437644967774,0,0,FALSE
"MMP3",2,0,2,0,3.50440404382942e-08,0.325775147054244,0.674224817901716,0,0,FALSE
"L1TD1",2,0,2,0,0.000340201048660737,0.822820452990442,0.176839345960897,0,0,FALSE
"URB1",2,1,1,0,0,NA,NA,0,0,TRUE
"TAS2R10",2,0,2,0,0.428565950557266,0.538931290951391,0.032502758491342,0,0,FALSE
"DNAJB9",2,0,2,0,0.224582946037773,0.739473542412384,0.0359435115498421,0,0,TRUE
"PPM1B",2,0,2,0,0.109620710824446,0.884012723751412,0.00636656542414197,0,0,TRUE
"AASS",2,0,2,0,1.35531507533066e-06,0.997781397764295,0.00221724692063012,0,0,FALSE
"NUP133",2,0,2,0,0.0662324196154904,0.933767538239003,4.21455061718299e-08,0,0,TRUE
"VNN1",2,0,1,0,2.35465646726636e-07,0.277446440641124,0.722553323893229,0,0,FALSE
"PEAR1",2,0,2,0,1.18896498529681e-14,0.685992153691757,0.314007846308231,0,0,TRUE
"CCDC88C",2,0,2,0,2.17322769994979e-06,0.999997442906594,3.83865705821721e-07,0,0,FALSE
"ZC3H3",2,0,2,0,0.96453876461509,0.0354585222433876,2.71314152217562e-06,0,0,TRUE
"XIRP1",2,0,2,0,2.18393838159372e-17,0.0266260144361474,0.973373985563853,0,0,FALSE
"CLCA2",2,0,2,0,1.90835519560536e-20,0.00302891115175848,0.996971088848241,0,0,FALSE
"MAGEA3",2,0,2,0,0.373340458941593,0.579395475954519,0.0472640651038874,0,0,FALSE
"CGNL1",2,0,2,0,9.04937499888625e-14,0.855742963998934,0.144257036000976,0,0,TRUE
"TCERG1L",2,0,2,0,0.000228294241632806,0.917129163255849,0.0826425425025182,0,0,FALSE
"CNGB1",2,0,2,0,6.63008798434668e-25,0.00261065425828832,0.997389345741712,0,0,TRUE
"RGS22",2,0,2,0,1.18909888570947e-20,0.111898503203558,0.888101496796442,0,0,FALSE
"OTOGL",2,0,2,0,3.7282457621613e-31,0.131969855124343,0.868030144875657,0,0,FALSE
"OBSCN",2,0,2,0,5.35738960908037e-91,1.16848963531787e-06,0.999998831510365,0,0,FALSE
"TREH",2,0,0,0,1.40028647894894e-14,0.0122572954397676,0.987742704560218,0,0,FALSE
"SETX",2,0,2,0,0.200249583810895,0.799750416187103,2.00169354283551e-12,0,0,TRUE
"PCDHB4",2,0,2,0,0,NA,NA,0,0,TRUE
"TBC1D31",2,0,2,0,1.34364593318333e-09,0.999364654125595,0.000635344530759234,0,0,FALSE
"THSD4",2,0,2,0,0.00181827156769691,0.998138962010762,4.27664215415986e-05,0,0,TRUE
"CEP192",2,0,2,0,7.43868591651398e-10,0.99999989717772,1.02078411014346e-07,0,0,TRUE
"FAM92B",2,0,2,0,3.59457728092944e-11,0.0243597168938082,0.975640283070246,0,0,FALSE
"ZNF804B",2,0,2,0,4.77795175322779e-14,0.0479627380810904,0.952037261918862,0,0,FALSE
"ABCA7",2,0,2,0,1.89160398990449e-36,0.000203956692858879,0.999796043307141,0,0,TRUE
"IGLL5",2,0,2,0,0,NA,NA,0,0,TRUE
"DHRS4L1",2,0,0,0,0,NA,NA,0,0,FALSE
"TRPM5",2,0,0,0,7.63575945842109e-17,0.0288707013445574,0.971129298655442,0,0,FALSE
"DCAF13",2,0,2,0,6.92729531171936e-05,0.998985212141447,0.000945514905435811,0,0,FALSE
"TBC1D30",2,0,2,0,0,NA,NA,0,0,TRUE
"WDFY4",2,0,2,0,0,NA,NA,0,0,FALSE
"PCYT1A",2,0,0,1.11862032527104,0.0983000755796718,0.900125669501523,0.0015742549188052,0.0806180422039994,0,FALSE
"SLC25A46",2,0,2,0,0.00117611684259399,0.955902847010004,0.0429210361474017,0,0,TRUE
"STAB2",2,0,2,0,4.17567584164662e-28,0.999998289192149,1.71080785136717e-06,0,0,FALSE
"MUC15",2,0,2,0,3.93192149563272e-05,0.384754928046934,0.615205752738109,0,0,FALSE
"NAV3",2,0,2,0,0.999999398861806,6.01138193965489e-07,4.23433117806603e-22,0,0,TRUE
"NFATC1",2,0,0,2.02119402449534,0.969219887746034,0.0307797260215426,3.86232423810996e-07,0.145665782650387,0,TRUE
"TCF7L2",2,0,0,3.06285628978657,0.98960502908944,0.0103949442716789,2.6638881347716e-08,0.220737521084261,0,TRUE
"ZMYM2",2,0,0,1.85195575245076,0.974459955902358,0.0255400440151269,8.25155682574346e-11,0.133468920274481,0,TRUE
"NBAS",2,0,1,0,1.89431039938141e-25,0.999906723486475,9.32765135248294e-05,0,0,TRUE
"TRIOBP",2,0,2,0,8.94617457135198e-13,0.999999977919524,2.20795811255127e-08,0,0,TRUE
"INPP5F",2,0,1,0,0.00146883108535103,0.998530687106157,4.81808491868399e-07,0,0,TRUE
"KIAA0284",2,0,1,0,0,NA,NA,0,0,FALSE
"NFASC",2,0,0,2.26144260941905,0.998762678321666,0.00123732167808735,2.46947351907627e-13,0.16298029957921,0,TRUE
"CNTN4",2,0,0,0,0.996606387924368,0.00339361206133643,1.42952331420817e-11,0,0,TRUE
"PRLR",2,0,0,0,0.916128016014322,0.0838482139324899,2.37700531879014e-05,0,0,FALSE
"KIAA0825",2,0,0,0,4.26150495630825e-07,0.1151895496216,0.884810024227904,0,0,FALSE
"CTC-203F4.1",2,0,0,0,0,NA,NA,0,0,FALSE
"TMEM63B",2,0,0,5.2123038408873,0.999844992461849,0.000155007533537468,4.61358561487887e-12,0.375646429384255,0,TRUE
"FAM135B",2,0,0,0.139531215921884,0.999998682401374,1.31759862595743e-06,2.06204447169464e-16,0.0100558993966431,0,TRUE
"PAFAH1B2",2,0,0,1.49480086427624,0.962029472445706,0.0378923393836712,7.81881706223275e-05,0.107729062703735,0,TRUE
"HMGB1",2,0,0,2.42044564156292,0.633893930973864,0.359208895852383,0.00689717317375289,0.1744395166758,0,TRUE
"WDR25",2,0,0,0.305889746294421,0.0422261097836064,0.951707462466349,0.00606642775004403,0.0220452211706051,0,TRUE
"CYP19A1",2,0,0,0,0.000559609707897891,0.973091455495645,0.0263489347964575,0,0,FALSE
"MUM1",2,0,0,1.19699252851878,0.032092632530893,0.967523953543619,0.000383413925487492,0.086266262110531,0,TRUE
"UBOX5",2,0,0,0.712989361479854,0.00178682505370842,0.898224761869817,0.0999884130764745,0.051384553933309,0,TRUE
"UGT2B10",1,0,1,0,5.50615564451229e-15,0.00708559652341284,0.992914403476582,0,0,FALSE
"KIAA1549",1,0,1,0,0.998645789892966,0.00135421009951753,7.51601382700902e-12,0,0,TRUE
"MYOF",1,0,1,0,2.08401244116976e-36,0.259659118287117,0.740340881712883,0,0,FALSE
"APOC3",1,0,1,0,0.00067802640410586,0.506712772333524,0.49260920126237,0,0,FALSE
"WDR66",1,0,1,0,1.2516451688474e-10,0.981629339063931,0.0183706608109044,0,0,FALSE
"FGF22",1,0,1,0,0.000103153895712467,0.203418421009917,0.79647842509437,0,0,FALSE
"AADAC",1,0,1,0,0.000181834436419695,0.703259060740575,0.296559104823006,0,0,FALSE
"ABCC12",1,0,1,0,2.20535216082614e-26,0.00251272437646729,0.997487275623533,0,0,FALSE
"ASIC3",1,0,1,0,7.95974781199542e-07,0.907663088025025,0.0923361160001936,0,0,FALSE
"ASIC5",1,0,1,0,2.25727206903282e-07,0.462011951346624,0.537987822926169,0,0,FALSE
"ACER2",1,0,1,0,0.146646886780043,0.835306279770407,0.01804683344955,0,0,FALSE
"ADAM2",1,0,1,0,7.2128414191772e-14,0.114372502622368,0.88562749737756,0,0,FALSE
"ADPRHL1",1,0,1,0,2.87960164870856e-07,0.307069849870643,0.692929862169192,0,0,FALSE
"ADSSL1",1,0,1,0,0.000383323420631864,0.990043418976942,0.00957325760242575,0,0,TRUE
"AGMO",1,0,1,0,3.25792688425734e-07,0.774065265660049,0.225934408547263,0,0,FALSE
"AGPAT5",1,0,1,0,0.00579495332667733,0.97183773349078,0.0223673131825429,0,0,TRUE
"AHNAK",1,0,1,0,0.344567387106657,0.65543257217315,4.072019275324e-08,0,0,TRUE
"AIM1",1,0,1,0,7.45739464483608e-20,0.299581324918568,0.700418675081432,0,0,FALSE
"ANKRD27",1,0,1,0,7.78948328153526e-16,0.577251658708205,0.422748341291794,0,0,TRUE
"ANXA1",1,0,1,0,0.000442370109951712,0.963508790702885,0.0360488391871629,0,0,FALSE
"AP4E1",1,0,1,0,0.979862099052625,0.0201378998266214,1.12075368439735e-09,0,0,FALSE
"APLF",1,0,1,0,1.13610489937719e-17,0.000357681873522644,0.999642318126477,0,0,FALSE
"ARHGEF10",1,0,1,0,1.10804741351534e-13,0.993645093874128,0.00635490612576131,0,0,TRUE
"ASB15",1,0,1,0,6.00806210432932e-08,0.655082047130476,0.344917892788903,0,0,FALSE
"ASPSCR1",1,0,1,0,6.0743019973141e-08,0.864844452523817,0.135155486733164,0,0,FALSE
"ASZ1",1,0,1,0,1.71628994930091e-06,0.865247890690712,0.134750393019338,0,0,FALSE
"ATP10B",1,0,1,0,1.3436999038052e-23,0.0153025942581443,0.984697405741856,0,0,TRUE
"ATP5EP2",1,0,0,0.144496865560472,0.0224816072745641,0.534165557925256,0.44335283480018,0.0104137696615491,0,FALSE
"AVEN",1,0,1,0,5.70186245131166e-08,0.129799703049474,0.870200239931901,0,0,TRUE
"BTRC",1,0,0,2.34586408015041,0.863167823590213,0.136832033318443,1.43091343463084e-07,0.169064485193033,0,TRUE
"NUTM1",1,0,1,0,0.00598112649294294,0.993096367561548,0.000922505945509492,0,0,TRUE
"MFSD12",1,0,1,0,1.07410212559189e-09,0.168952160617341,0.831047838308557,0,0,TRUE
"MAATS1",1,0,1,0,9.7774896920592e-10,0.904945227028894,0.0950547719933566,0,0,TRUE
"CCDC174",1,0,0,0,2.94812141217999e-05,0.984591011891779,0.015379506894099,0,0,TRUE
"C4BPB",1,0,1,0,2.57853683497245e-06,0.301982214230291,0.698015207232874,0,0,FALSE
"C6orf118",1,0,0,0,1.45572025749264e-17,0.000413950193012371,0.999586049806988,0,0,FALSE
"ERMARD",1,0,1,0,5.17462949024395e-10,0.815863864295328,0.184136135187209,0,0,TRUE
"CA5A",1,0,1,0,0.0107231379680564,0.946445827093308,0.0428310349386352,0,0,FALSE
"CASC5",1,0,1,0,0.0237167187203929,0.976283272876529,8.40307783416755e-09,0,0,FALSE
"CCDC53",1,0,1,0,0.0351259294423371,0.827566748437168,0.137307322120495,0,0,TRUE
"CCDC68",1,0,1,0,6.41317549868977e-07,0.448308195784666,0.551691162897784,0,0,FALSE
"CD1A",1,0,1,0,5.0115630563305e-17,0.000231051371615473,0.999768948628385,0,0,FALSE
"CD207",1,0,1,0,1.65311921220204e-06,0.41611812417187,0.583880222708918,0,0,FALSE
"CD22",1,0,1,0,0.0308498751154716,0.969133443347564,1.66815369638536e-05,0,0,TRUE
"CD320",1,0,1,0,0.0599265597352726,0.868374572465402,0.0716988677993255,0,0,TRUE
"CDH23",1,0,1,0,0.0506929591139338,0.949268622794338,3.84180917276542e-05,0,0,TRUE
"CECR2",1,1,0,0,0,NA,NA,0,0,TRUE
"CHML",1,0,1,0,0.0011577797146624,0.840330863639818,0.158511356645519,0,0,FALSE
"CLCA4",1,0,1,0,3.19440293023477e-09,0.740096655765701,0.259903341039896,0,0,FALSE
"CLNK",1,0,1,0,1.34591221879556e-20,9.29061266491921e-05,0.999907093873351,0,0,FALSE
"CNGA3",1,0,1,0,1.18045078044952e-08,0.329746703133037,0.670253285062455,0,0,FALSE
"CP",1,0,1,0,0.000168752233046611,0.999777867092282,5.33806746714859e-05,0,0,FALSE
"CPA3",1,0,1,0,1.2834341428345e-12,0.0466594465510439,0.953340553447673,0,0,FALSE
"CPPED1",1,0,1,0,3.25892031250431e-10,0.024062528853431,0.975937470820677,0,0,FALSE
"CRB1",1,0,1,0,3.35697504496476e-09,0.980346774624146,0.0196532220188794,0,0,TRUE
"CSF1",1,0,1,0,0.939718909454486,0.0602304951277747,5.05954177396181e-05,0,0,TRUE
"CTAGE5",1,0,1,0,0.00187636795944541,0.99811536106285,8.27097770491871e-06,0,0,FALSE
"CTC1",1,0,1,0,3.51222906135356e-07,0.999973673895536,2.59748815583954e-05,0,0,TRUE
"CUL1",1,0,0,6.01647667541164,0.999963289879359,3.67101206133191e-05,2.79435753426692e-14,0.433602500848704,0,TRUE
"CYB5B",1,0,1,0,0.259577989859624,0.713647972857879,0.0267740372824968,0,0,TRUE
"CYP2A13",1,0,1,0,0.00143445702978295,0.965497135675519,0.0330684072946982,0,0,FALSE
"CYP3A7,CYP3A7-CYP3A51P",1,0,1,0,0,NA,NA,0,0,FALSE
"DAGLB",1,0,0,0,1.65016137668239e-06,0.96259511835654,0.0374032314820835,0,0,TRUE
"DENND4C",1,0,1,0,0.406967594357299,0.593032404613816,1.02888499429931e-09,0,0,TRUE
"DFNA5",1,0,1,0,1.21683174137448e-05,0.824314523407211,0.175673308275375,0,0,TRUE
"DIS3",1,0,1,0,2.04523468343561e-11,0.953344005089227,0.0466559948903208,0,0,TRUE
"DLEC1",1,0,1,0,6.45016367111782e-18,0.995627230372842,0.00437276962715849,0,0,TRUE
"DMRT2",1,0,1,0,0.46093942790113,0.533286746845832,0.00577382525303861,0,0,FALSE
"DMXL1",1,0,1,0,0.999998843167901,1.15683209865886e-06,3.49660717260196e-24,0,0,TRUE
"DNA2",1,0,1,0,1.94885128663318e-08,0.991999565481716,0.00800041502977097,0,0,TRUE
"DNAH7",1,0,1,0,1.0373966005542e-47,0.815068071870201,0.184931928129799,0,0,FALSE
"DNTT",1,0,1,0,8.53802251177926e-05,0.983450369808469,0.0164642499664137,0,0,FALSE
"DSG2",1,0,1,0,0.000747066619496092,0.998494272026896,0.000758661353607778,0,0,FALSE
"EBPL",1,0,0,0.763679808848678,0.0388533331243391,0.838493275488185,0.122653391387476,0.055037772575058,0,TRUE
"ELSPBP1",1,0,1,0,0.000181420081969443,0.702779959107818,0.297038620810213,0,0,FALSE
"ERCC6",1,0,1,0,5.00691675988158e-13,0.9992610992513,0.000738900748198946,0,0,TRUE
"ERI1",1,0,1,0,0.000454685197816091,0.867074884872607,0.132470429929576,0,0,FALSE
"ERN2",1,0,1,0,1.79313065351506e-15,0.517166147833857,0.482833852166141,0,0,TRUE
"FAM208B",1,0,1,0,0.96506326510446,0.0349367348881919,7.34820575452733e-12,0,0,TRUE
"NXPE4",1,0,1,0,2.74741341116275e-08,0.160279639419271,0.839720333106595,0,0,FALSE
"FAM81B",1,0,1,0,5.11790785662586e-06,0.862389633868797,0.137605248223346,0,0,FALSE
"RMDN3",1,0,1,0,0.023779597676249,0.975618636222755,0.000601766100996401,0,0,TRUE
"FAM98B",1,0,1,0,0.394827182699865,0.60320303156434,0.00196978573579498,0,0,TRUE
"FANCA",1,0,1,0,2.08124711168363e-34,0.000122618656540907,0.999877381343459,0,0,FALSE
"FLG2",1,0,1,0,4.64992449263283e-41,1.05381705529679e-07,0.999999894618294,0,0,FALSE
"FOXD3",1,0,1,0,0,NA,NA,0,0,FALSE
"FOXD4",1,0,1,0,0,NA,NA,0,0,FALSE
"FREM2",1,0,1,0,1.25164781172615e-07,0.999999873248075,1.58714419144731e-09,0,0,FALSE
"GALNT3",1,0,1,0,2.0116310885668e-05,0.974044470882333,0.0259354128067815,0,0,FALSE
"GBP6",1,0,1,0,2.45413567039759e-10,0.251700065778585,0.748299933976002,0,0,FALSE
"GCOM1,MYZAP",1,0,1,0,0,NA,NA,0,0,FALSE
"GEMIN2",1,0,1,0,0.00660919664980099,0.974736440425215,0.0186543629249839,0,0,FALSE
"GFM2",1,0,1,0,1.22849095804363e-08,0.98475563345386,0.01524435426123,0,0,TRUE
"GORAB",1,0,1,0,6.82629373307261e-06,0.715057451311503,0.284935722394763,0,0,FALSE
"GPLD1",1,0,1,0,5.63947612847098e-09,0.99802777437441,0.00197221998611406,0,0,FALSE
"GRAMD3",1,0,0,0.227940907768007,1.53546581217794e-07,0.6170140083997,0.382985838053718,0.0164275128095912,0,TRUE
"GTPBP4",1,0,1,0,0.999865566823629,0.000134433160253795,1.61171110804036e-11,0,0,TRUE
"GUCA2A",1,0,1,0,0.00607225846311219,0.498168118696098,0.49575962284079,0,0,TRUE
"GZMM",1,0,1,0,0.00121003300542887,0.63177886796472,0.367011099029851,0,0,FALSE
"HEG1",1,0,1,0,6.98959647837495e-06,0.998950548736638,0.00104246166688373,0,0,TRUE
"HEPHL1",1,0,1,0,7.16328140545691e-28,8.98442850537333e-05,0.999910155714946,0,0,FALSE
"HPGDS",1,0,1,0,8.21760977553245e-07,0.16559933365894,0.834399844580083,0,0,FALSE
"HSPG2",1,0,0,0.870428052717558,6.94653656591348e-06,0.999993053463434,3.92259702663149e-23,0.0627310302738567,0,TRUE
"ICA1L",1,0,1,0,0.442027586412226,0.557692445678738,0.000279967909035354,0,0,TRUE
"IFITM1",1,0,0,0.662514035364263,0.221686062595446,0.647406042897099,0.130907894507454,0.0477468389024639,0,TRUE
"IL15RA",1,0,1,0,3.17110849041528e-08,0.049425460355515,0.9505745079334,0,0,FALSE
"INSM2",1,0,1,0,0,NA,NA,0,0,FALSE
"IQUB",1,0,1,0,3.23577428041204e-13,0.0759276946597718,0.924072305339904,0,0,FALSE
"KDELC1",1,0,1,0,6.41764150689518e-06,0.892032262402843,0.10796131995565,0,0,FALSE
"VWA8",1,0,1,0,2.93154218637359e-40,0.000220215286247372,0.999779784713753,0,0,TRUE
"KIAA1522",1,0,1,0,0.802365146971355,0.197587909038305,4.69439903398035e-05,0,0,TRUE
"KIF24",1,0,1,0,7.56461062195694e-14,0.3778399292896,0.622160070710324,0,0,FALSE
"KLF17",1,0,1,0,4.24588312614059e-09,0.0559412618797664,0.94405873387435,0,0,FALSE
"KRT25",1,0,1,0,1.84752983103555e-06,0.673987727946471,0.326010424523698,0,0,FALSE
"KRT71",1,0,1,0,3.12740120353346e-08,0.307921702058716,0.692078266667272,0,0,FALSE
"KRT75",1,0,1,0,5.13559935197705e-07,0.6376895500251,0.362309936414965,0,0,FALSE
"LAMB4",1,0,1,0,3.21022487204354e-30,0.00261457264953261,0.997385427350467,0,0,FALSE
"LGALS3BP",1,0,1,0,3.92643319809695e-07,0.357412318039707,0.642587289316973,0,0,TRUE
"LILRA3",1,0,1,0,0.00292535056682856,0.941785238540015,0.0552894108931565,0,0,FALSE
"LIMCH1",1,0,1,0,0.999638378558411,0.000361621441288135,3.01013633614648e-13,0,0,TRUE
"LRPPRC",1,0,1,0,0.000433777803620707,0.999566199139001,2.30573782504382e-08,0,0,TRUE
"LRRC18",1,0,1,0,0.00012417329035041,0.224436770081055,0.775439056628594,0,0,FALSE
"C7orf55-LUC7L2,LUC7L2",1,0,1,0,0,NA,NA,0,0,FALSE
"MAP7",1,0,1,0,0.929880601613702,0.0701192736895609,1.24696736852857e-07,0,0,TRUE
"MCFD2",1,0,1,0,0.0699912352148666,0.738757755369312,0.191251009415822,0,0,TRUE
"ME1",1,0,1,0,2.22311340829984e-10,0.239085964707002,0.760914035070687,0,0,TRUE
"TRMT44",1,0,1,0,1.47758486898954e-13,0.00688575851656005,0.993114241483292,0,0,TRUE
"MRAP",1,0,1,0,0.0106384158711261,0.832650160868931,0.156711423259943,0,0,FALSE
"MRGPRX2",1,0,1,0,0.00249061218606174,0.546202975430796,0.451306412383142,0,0,FALSE
"MS4A6A",1,0,1,0,1.49231954313632e-09,0.0159432336132779,0.984056764894403,0,0,FALSE
"MSH2",1,0,1,0,0.867725630709854,0.13227423852494,1.30765205239918e-07,0,0,TRUE
"MTMR6",1,0,1,0,3.01310181922185e-06,0.983398194913008,0.0165987919851726,0,0,TRUE
"MUC12",1,1,0,0,0,NA,NA,0,0,FALSE
"MYLK3",1,0,1,0,0.14096753512483,0.858863138249247,0.000169326625922834,0,0,FALSE
"MYO1C",1,0,1,0,3.89020504800004e-08,0.999974909788734,2.50513092150798e-05,0,0,TRUE
"MYRIP",1,0,1,0,0.000902541100654773,0.99898030370838,0.000117155190965105,0,0,TRUE
"N4BP2",1,0,1,0,0.000473118175100564,0.999514740777524,1.21410473750688e-05,0,0,FALSE
"NBPF8",1,0,1,0,0,NA,NA,0,0,FALSE
"NCAM1",1,0,0,0,0,NA,NA,0,0,TRUE
"NDNF",1,0,1,0,0.152719665162684,0.830492869422141,0.016787465415175,0,0,FALSE
"NIPAL2",1,0,1,0,5.79287299169819e-06,0.6804162525285,0.319577954598508,0,0,TRUE
"NLRP5",1,0,1,0,1.2399666413552e-07,0.997190143532511,0.00280973247082509,0,0,FALSE
"NLRP6",1,0,1,0,0,NA,NA,0,0,FALSE
"NMD3",1,0,1,0,4.4226191654738e-05,0.991223131334922,0.00873264247342328,0,0,TRUE
"NOC2L",1,0,1,0,1.33038194561114e-19,0.0025628417280481,0.997437158271952,0,0,FALSE
"NOL10",1,0,1,0,0.80330394780875,0.19669415444774,1.89774350966986e-06,0,0,TRUE
"NOP14",1,0,1,0,0.0174491653147605,0.982542924230981,7.91045425894889e-06,0,0,TRUE
"NRG4",1,0,0,0.334611684154211,0.0243875467702028,0.776856136666136,0.198756316563661,0.0241151874909472,0,FALSE
"NUCB2",1,0,1,0,8.58987882667095e-08,0.492001158366137,0.507998755735074,0,0,TRUE
"OLFML2B",1,0,1,0,3.02036832631922e-06,0.983453240451246,0.0165437391804281,0,0,FALSE
"OR51I2",1,0,1,0,0.00088895679609386,0.56458879360722,0.434522249596686,0,0,FALSE
"OR52E8",1,0,1,0,0.0166920375816032,0.709059944000298,0.274248018418099,0,0,FALSE
"OR5B21",1,0,1,0,9.44945209297068e-05,0.194097713685814,0.805807791793256,0,0,FALSE
"OR6Q1",1,0,1,0,0.00486335445142141,0.690031463499381,0.305105182049198,0,0,FALSE
"OTOP3",1,0,1,0,9.57033698502344e-06,0.78191533558218,0.218075094080835,0,0,FALSE
"OXA1L",1,0,1,0,5.96038677388776e-09,0.40458518411878,0.595414809920834,0,0,TRUE
"OXR1",1,0,1,0,0.488534430030687,0.511463942684252,1.62728506091009e-06,0,0,TRUE
"PACRGL",1,0,1,0,9.13794781278667e-08,0.168250679715419,0.831749228905102,0,0,FALSE
"PADI1",1,0,1,0,5.26823569922429e-11,0.201148236770241,0.798851763177077,0,0,TRUE
"PADI3",1,0,1,0,4.68791671509589e-10,0.348282167928484,0.651717831602725,0,0,FALSE
"PARN",1,0,1,0,0.387183623172132,0.612798935499351,1.74413285165144e-05,0,0,TRUE
"PCYOX1",1,0,1,0,6.73322799744091e-12,0.0175388447606905,0.982461155232576,0,0,TRUE
"PGBD2",1,0,1,0,3.892421473741e-07,0.35592234568248,0.644077265075373,0,0,FALSE
"JADE2",1,1,0,0,0,NA,NA,0,0,TRUE
"PITRM1",1,0,1,0,7.16194900224229e-16,0.192931146419485,0.807068853580514,0,0,TRUE
"PIWIL3",1,0,1,0,9.86575487560156e-26,0.000441109599358054,0.999558890400642,0,0,FALSE
"PKD2L1",1,0,1,0,6.57113540225805e-17,0.0504529024640373,0.949547097535963,0,0,TRUE
"PKHD1L1",1,0,1,0,9.12623254733104e-65,1.01673899193968e-07,0.999999898326101,0,0,FALSE
"PLA2G16",1,0,0,0.349667964548085,1.19316734661233e-05,0.210989443079991,0.788998625246543,0.025200281173591,0,TRUE
"PLA2G7",1,0,1,0,8.02276784444073e-11,0.0737590758595616,0.926240924060211,0,0,FALSE
"PLAC8L1",1,0,1,0,0.13237785518608,0.780148731684932,0.0874734131289878,0,0,FALSE
"PLVAP",1,0,0,0.660815007451605,0.000801226857051978,0.929613882243065,0.0695848908998829,0.0476243913651949,0,TRUE
"POLR1C",1,0,1,0,0.000291622651225996,0.938244891392675,0.0614634859560986,0,0,TRUE
"POTEH",1,1,0,0,0,NA,NA,0,0,FALSE
"PPAN,PPAN-P2RY11",1,0,1,0,0,NA,NA,0,0,FALSE
"PPL",1,0,1,0,1.07536873356769e-25,0.0122705686982477,0.987729431301752,0,0,FALSE
"PRAME",1,0,1,0,0.000838035154210176,0.933292454639504,0.0658695102062857,0,0,FALSE
"PRDM9",1,0,1,0,1.9533397375621e-22,0.000203625113481485,0.999796374886519,0,0,FALSE
"PRLH",1,0,1,0,0.0401709303704193,0.649570461543791,0.31025860808579,0,0,FALSE
"PRPF40A",1,0,0,2.80471947035213,0.966325783136999,0.0336742128629604,4.00004091531282e-09,0.202133813880452,0,TRUE
"PRSS21",1,0,1,0,3.27226707337438e-07,0.183773976560701,0.816225696212592,0,0,FALSE
"PTCD3",1,0,1,0,1.02555530600256e-06,0.999326935296503,0.000672039148191502,0,0,TRUE
"PTP4A2",1,0,0,2.4315639457896,0.760772901354061,0.237293789925906,0.00193330872003268,0.175240803671158,0,TRUE
"HACD1",1,0,1,0,0,NA,NA,0,0,FALSE
"PUS3",1,0,1,0,1.0865601617407e-05,0.804937062890329,0.195052071508054,0,0,TRUE
"RAD51D",1,0,1,0,6.18804564528162e-07,0.678061937816514,0.321937443378921,0,0,TRUE
"RANBP3L",1,0,1,0,1.13183444081718e-10,0.299186693383906,0.70081330650291,0,0,FALSE
"RASSF3",1,0,1,0,0.00159786199358572,0.691545895947598,0.306856242058816,0,0,TRUE
"REV3L",1,0,1,0,0.999999999999932,6.81431913866016e-14,7.44836248900986e-35,0,0,TRUE
"RGS1",1,0,1,0,0.635710552007249,0.357499888147564,0.00678955984518677,0,0,FALSE
"RGS2",1,0,0,0,0.00294511869423358,0.809747434327676,0.18730744697809,0,0,TRUE
"RGS7BP",1,0,0,1.70776990297871,0.978832467535271,0.0211491057864696,1.84266782589757e-05,0.123077565285343,0,TRUE
"RNF167",1,0,1,0,0.129414191753804,0.865817151003725,0.00476865724247069,0,0,TRUE
"RNF216",1,0,1,0,0.409334345064788,0.590665052161564,6.02773648186951e-07,0,0,TRUE
"RRBP1",1,0,1,0,0.000136331977393793,0.999791152624101,7.25153985048292e-05,0,0,TRUE
"RRH",1,0,1,0,5.10693280504954e-06,0.418996356854964,0.580998536212231,0,0,FALSE
"RTP2",1,0,1,0,0.00338105493146928,0.612292667804584,0.384326277263946,0,0,FALSE
"S100A1",1,0,1,0,0.00465602079501881,0.444733381712993,0.550610597491988,0,0,TRUE
"SAMSN1",1,0,1,0,0.0756023579713905,0.912666727097622,0.0117309149309877,0,0,FALSE
"SCG2",1,0,1,0,0.898323134283839,0.101484502576395,0.00019236313976627,0,0,TRUE
"SEC16A",1,0,1,0,0.687007221303222,0.312992778594494,1.02283900368824e-10,0,0,TRUE
"SEMG2",1,0,1,0,6.77030449388864e-15,0.00215981772986247,0.997840182270131,0,0,FALSE
"SEPT10",1,0,1,0,0.00288328636526247,0.984394153276616,0.0127225603581213,0,0,TRUE
