"gene","marv.count","marv.lof.count","marv.ms.count","MSZ","pLI","pRec","pNull","scale.msz","lof.ms.aggregate","brain.expressed"
"ZNF423",2,0,2,2.94715453554358,0.990468533215048,0.00953136033885142,1.06446100076639e-07,0.212398991293665,1.37049901860415,TRUE
"UNC13A",1,0,1,5.88529443387975,0.999986711013614,1.32889863856676e-05,3.9419948960552e-18,0.424148305135184,1.36840300509403,TRUE
"KLHL14",3,0,3,1.95712164895386,0.0827221887035056,0.916851004210574,0.000426807085920975,0.141048139506578,1.36516422883411,FALSE
"CUL9",2,0,2,2.90127777677129,0.967475855018408,0.0325241449815916,8.54214021184151e-17,0.209092691210131,1.34916520250598,TRUE
"PTPRK",2,0,2,2.88022229949685,0.980388546226756,0.0196114537728881,3.56130428132296e-13,0.207575240367169,1.33937389004074,TRUE
"TUBB4B",1,0,1,5.75216267684987,0.929541173942078,0.0700913702353856,0.00036745582253624,0.414553609451171,1.33744824175298,TRUE
"ATF4",1,1,0,0,0.411468430246377,0.55200105514654,0.0365305146070834,0,1.32749472209021,TRUE
"TERF2",3,0,2,2.84477387449042,0.927472177448586,0.0725114285095227,1.63940418916121e-05,0.205020501678203,1.32288950447614,TRUE
"EEF2",1,0,1,5.65543376200154,0.994520586206042,0.00547938631788365,2.74760746010633e-08,0.407582436513025,1.31495758487166,TRUE
"PPP5C",2,0,2,2.81172272394932,0.999092990117994,0.000907001540825106,8.34118119645574e-09,0.202638532578395,1.30751991023395,TRUE
"SUPT6H",1,0,1,5.58227198477843,0.999999999889474,1.10526134469157e-10,9.93725338451173e-28,0.402309727703212,1.29794657600288,TRUE
"FN1",4,0,4,1.39315945352328,0.0644415382988527,0.935558461701147,2.07475663084699e-16,0.100403850246353,1.29570651337466,TRUE
"HIST1H2AE",2,0,2,2.78451573220957,0.62412365369502,0.344415114388404,0.0314612319165761,0.200677747172688,1.29486799292565,FALSE
"KDM1A",1,0,1,5.55572106436225,0.991027964686515,0.00897203455302426,7.60461263406558e-10,0.400396224815494,1.29177316196324,TRUE
"ZSWIM8",1,0,1,5.52809712388078,0.999999920857054,7.91429461882181e-08,2.1839701531297e-19,0.398405390258616,1.28535025762225,TRUE
"DDX23",1,0,1,5.52669477086922,0.999558303316101,0.000441696683409468,4.90045594761989e-13,0.398304323836241,1.28502419337911,TRUE
"EPRS",4,0,4,1.38042810369176,3.847395094191e-07,0.999999426453109,1.88807381925044e-07,0.0994863123875783,1.28386573459013,TRUE
"SHANK1",2,0,1,5.49397826844854,0.999999760947139,2.3905286068555e-07,6.52732228484513e-19,0.395946472549855,1.27741720604286,FALSE
"RORA",2,0,2,2.74384245641469,0.953196549708048,0.0468032281231729,2.2216877867586e-07,0.197746457806198,1.2759539238166,TRUE
"SMARCA5",1,0,1,5.48402993925496,0.999999855058167,1.44941832653672e-07,9.53537090868592e-19,0.395229504688045,1.27510409771547,TRUE
"PABPC1",1,0,1,5.47942341059645,0.999692442888147,0.00030755699082751,1.21026042493738e-10,0.394897515975328,1.27403302340811,FALSE
"DEAF1",2,0,2,2.7373774435317,0.000193157379315308,0.975124961835423,0.0246818807852618,0.197280529671624,1.27294753453347,TRUE
"AGO3",1,0,1,5.4512131768119,0.999998843614557,1.15638544265931e-06,7.41553644412861e-16,0.39286442774472,1.26747379869661,TRUE
"ACTN4",1,0,1,5.41680218265094,0.999989804555774,1.01954440770068e-05,1.48848975035834e-13,0.390384455839259,1.25947282128636,TRUE
"KIF1A",1,0,1,5.41486735795782,0.99998943706213,1.05629378704465e-05,1.11366234667812e-17,0.390245014622929,1.25902295085861,TRUE
"STAT1",1,0,1,5.40249552692375,0.999994277113306,5.72288665785655e-06,3.64635622864645e-14,0.389353386986712,1.2561463486842,TRUE
"XPO5",2,0,2,2.68272326443415,0.999999368728011,6.31271989099294e-07,1.4062762331945e-18,0.193341648160559,1.24753200307339,TRUE
"SCAMP2",1,1,0,0.986768105443476,0.383700654337713,0.614155078202478,0.00214426745980889,0.0711155617085069,1.23790929280013,TRUE
"TUBG1",1,0,1,5.31196172544008,0.975922883842582,0.0240719835661931,5.13259122538024e-06,0.38282869074795,1.23509613150226,FALSE
"CSTF3",1,0,1,5.2844013562616,0.996434299674929,0.00356570024535706,7.97141905312119e-11,0.380842437722331,1.22868800826747,TRUE
"CAMK2A",1,0,1,5.27324115055485,0.998004220808766,0.00199577685578083,2.33545295148197e-09,0.380038130921939,1.22609312381468,TRUE
"DOCK7",2,0,2,2.63631091646496,0.771361085896655,0.228638914103345,1.13269301939624e-16,0.189996748606315,1.22594912488504,TRUE
"INSR",1,0,1,5.20786581346715,0.186547844102196,0.813452149088413,6.8093906227771e-09,0.375326584416506,1.21089255760088,TRUE
"SH3D19",1,1,0,0,0.3750873860445,0.624908739914493,3.87404100680313e-06,0,1.21012084693482,TRUE
"OGDH",1,0,1,5.18731850672816,0.993695121200126,0.00630487847910136,3.20772784356781e-10,0.373845757003987,1.2061150572389,TRUE
"METTL16",2,0,2,2.59244416597188,0.997289420410487,0.00271055523603636,2.43534772333339e-08,0.186835308158014,1.20555001185074,TRUE
"TAOK1",1,0,1,5.17110502206879,0.999999739283145,2.60716854569749e-07,8.06316077216619e-19,0.37267726456646,1.20234522356615,TRUE
"PCDH17",1,0,1,5.1677358558251,0.960498313002076,0.039498137039813,3.5499581109128e-06,0.37243445154019,1.20156185116833,TRUE
"NUMA1",3,0,3,1.71504881703905,0.999999245387494,7.54612506367232e-07,3.64108585204338e-21,0.123602150605007,1.1963095380287,TRUE
"UBR2",2,0,2,2.56088495055538,0.999999880132158,1.19867842240771e-07,8.33763066000186e-24,0.18456086158942,1.19087420397076,TRUE
"ADAM22",2,0,2,2.55559093594005,0.999388899396346,0.000611100603435579,2.18704406583797e-13,0.184179326332063,1.18841235755338,TRUE
"RNPEPL1",2,0,2,2.55415308591515,0.0279016170372594,0.960841519664889,0.0112568632978515,0.184075701669278,1.18774372208678,TRUE
"PRKD2",1,0,1,5.08929811502955,0.9996964074254,0.000303592457339082,1.17260401134187e-10,0.36678150839676,1.18332411617932,TRUE
"LRRFIP1",2,1,1,0,0.365512490408218,0.633984855953127,0.000502653638655243,0,1.17922996324268,TRUE
"ATP2A1",2,0,2,2.53524811995038,7.03974863284906e-09,0.998563754361824,0.00143623859842789,0.182713236398818,1.17895245003471,FALSE
"FAF2",2,0,2,2.53513582272456,0.998046615446585,0.00195337360036275,1.09530521347531e-08,0.182705143230576,1.17890022907516,TRUE
"DAPK1",2,0,2,2.53430145898226,0.999700496019786,0.000299503980024268,1.90182691427261e-13,0.182645011325344,1.17851222950602,TRUE
"ABCF1",2,0,2,2.53236409065017,2.7302422835602e-06,0.999963882170263,3.33875874534099e-05,0.182505386791056,1.17761130579612,TRUE
"CUX1",1,0,1,5.05112046155397,0.999988877535193,1.11224648068841e-05,3.0844204082211e-16,0.364030076467971,1.17444734436605,TRUE
"PI4KA",1,0,1,5.05086705965387,0.000804073363471932,0.999195926635876,6.51812988959285e-13,0.364011814002489,1.17438842532207,TRUE
"NIPBL",1,0,1,5.04337293078756,1,9.20137767442571e-18,1.38152926385215e-43,0.363471718329652,1.17264594861569,TRUE
"KCNJ3",1,0,1,5.04323773520081,0.989708242851416,0.0102886216896433,3.13545894078938e-06,0.363461974895466,1.17261451398668,TRUE
"RNF123",3,0,3,1.68086473398716,0.969714693858756,0.0302853061157792,2.54652347520169e-11,0.121138531995615,1.17246488463024,TRUE
"ANKS1A",2,0,2,2.52048034335251,0.84685967793139,0.153140282920134,3.91484761176882e-08,0.181648934946278,1.17208507233522,TRUE
"GCN1L1",1,0,1,5.03568711928919,0.999999998837185,1.16281505948362e-09,1.04052201413126e-28,0.362917808247965,1.17085890335073,TRUE
"KCNH3",1,0,1,5.02778971276705,0.999889995234816,0.000110004755295738,9.8883441471509e-12,0.362348648687817,1.16902265965235,TRUE
"GTF2IRD1",2,0,2,2.50707737392565,0.996434356913921,0.00356564300636788,7.97110670447281e-11,0.18068299401842,1.16585236338685,TRUE
"PRKCG",1,0,1,5.00571487910644,0.999823679633206,0.000176320335587395,3.12064387772058e-11,0.360757733672693,1.16388999058073,TRUE
"ZEB2",1,0,1,4.99585497407336,0.999833866722983,0.000166133250021911,2.69949052407023e-11,0.360047138467039,1.16159744195317,TRUE
"MARK2",1,0,1,4.99339294464388,0.999900854654153,9.91453381702912e-05,7.67654020875497e-12,0.359869702041141,1.16102498997005,TRUE
"DTX1",1,0,1,4.97652365804914,0.00125591757009814,0.959340865638321,0.0394032167915805,0.35865394650021,1.15710267431883,TRUE
"KIAA1109",1,0,1,4.97436949355331,3.91297690789911e-08,0.999999960870231,1.87010268666252e-25,0.358498697645602,1.15660180470174,TRUE
"CACNA1G",1,0,1,4.97278693472493,0.999996517362333,3.48263766725387e-06,7.4641540124881e-19,0.358384643938965,1.15623384040007,TRUE
"ROCK1",1,0,1,4.96141281030527,0.999996548070552,3.45192944804221e-06,1.47809639026709e-19,0.357564920193757,1.15358921722768,FALSE
"TSPYL5",2,0,2,2.48054896173047,0.852598058180395,0.146891571431377,0.00051037038822853,0.178771113279584,1.15351600218145,TRUE
"MAST3",1,0,1,4.93879669658919,0.998925260617839,0.00107473936101564,2.11449286865648e-11,0.35593499557245,1.14833069391668,TRUE
"SCRT1",1,0,1,4.92427943553949,0.294251146505632,0.625565469505686,0.0801833839886812,0.354888748568394,1.14495525299876,FALSE
"MAU2",1,0,1,4.92183020998865,0.999717755369344,0.000282244532479343,9.81762562435626e-11,0.354712234907445,1.14438577807417,TRUE
"EGR3",1,0,1,4.9186307744647,0.81109794446274,0.184199524764321,0.00470253077293932,0.35448165423385,1.14364187014657,FALSE
"EGFR",2,0,2,2.44977644429143,0.998664530178053,0.00133546982164989,2.97452025087101e-13,0.17655336338395,1.13920602812289,TRUE
"GPS1",2,0,2,2.44661420037175,0.98465745647653,0.0153408523802197,1.69114325013499e-06,0.176325463078532,1.13773550727431,TRUE
"GLUD1",1,0,1,4.89210669065996,0.0139354648468801,0.979595033893377,0.00646950125974286,0.352570085438535,1.13747469594764,FALSE
"EBF3",1,0,1,4.88847232429053,0.998590013761644,0.00140998129125642,4.94709964493925e-09,0.352308159658414,1.13662966127394,FALSE
"EPHB1",2,0,2,2.44395107278188,0.998398641021365,0.0016013576134173,1.36521758746319e-09,0.176133533674439,1.1364970877397,TRUE
"BCORL1",2,0,2,2.44304590777193,0.981790311640066,0.0182096669987023,2.1361231844055e-08,0.176068299180371,1.13607616384757,TRUE
"MAPK3",2,0,2,2.43826779640025,0.409692328374644,0.588548311484377,0.00175936014097912,0.175723944643344,1.13385422507012,TRUE
"METTL14",2,0,2,2.43600707609944,0.847165775043653,0.152829525293165,4.6996631820576e-06,0.175561016399949,1.13280293477766,TRUE
"LTBP3",1,0,1,4.871534865302,0.996034358631329,0.00396564126533668,1.03334363835292e-10,0.351087490989414,1.13269149470658,TRUE
"CAD",1,0,1,4.85030046048418,0.999999701880854,2.98119145798896e-07,1.55224524052493e-23,0.3495571449863,1.12775423562965,TRUE
"ABI2",2,0,2,2.42232240071677,0.953329215745317,0.0466653979151567,5.38633952657031e-06,0.174574773156711,1.12643922566241,TRUE
"GON4L",2,0,2,2.41791398533679,0.999998891638014,1.10836198559455e-06,2.26844741215484e-19,0.174257062304219,1.12438920457292,TRUE
"KIF5A",1,0,1,4.82905814278798,0.999979703146806,2.0296853192745e-05,1.33501206804528e-15,0.348026228708583,1.12281513671162,TRUE
"HCN4",1,0,1,4.82677472361557,0.234597783260834,0.765098319511583,0.000303897227583155,0.347861664576274,1.12228421379986,FALSE
"CHST2",1,0,1,4.81886732356254,0.123805841170553,0.852041516130145,0.0241526426993022,0.347291784790616,1.1204456464832,TRUE
"APC2",1,0,1,4.81458341556205,0.999980518341102,1.94816587516986e-05,1.45829781258825e-13,0.346983047082048,1.11944958542844,TRUE
"PIAS1",2,0,2,2.39429732913454,0.997024481652262,0.00297548777196083,3.05757771483391e-08,0.172555029412971,1.11340688119708,TRUE
"EIF4A1",1,0,1,4.78648736970379,0.999614421273252,0.00038557768921707,1.03753127636823e-09,0.344958188280901,1.11291691080771,FALSE
"KAT2A",1,0,1,4.78583455670463,0.40833206009159,0.59166493811404,3.00179436991838e-06,0.344911140587659,1.11276512379351,TRUE
"SMARCC1",2,0,2,2.38656347766793,0.999999593393603,4.06606396961481e-07,2.38030606862048e-18,0.171997657130482,1.1098104509057,TRUE
"NCDN",2,0,1,4.75671480173843,0.99673508374991,0.00326472675257506,1.89497514958218e-07,0.342812503917289,1.10599442427269,TRUE
"PIKFYVE",3,0,3,1.57720076659274,0.97980274888433,0.0201972511156696,5.31810488318644e-18,0.113667555552904,1.10015546013354,TRUE
"TOP1",1,0,1,4.71228202818782,0.999999399962319,6.00037680884761e-07,1.50008509426593e-16,0.3396102706551,1.09566326046527,TRUE
"ARHGEF2",1,0,1,4.68960897370897,0.99999323549835,6.76450164958184e-06,4.53967943611207e-16,0.337976242360087,1.09039149772985,TRUE
"DCHS1",2,0,2,2.34421850852676,0.999995437521813,4.56247818706946e-06,5.90022221158793e-20,0.168945890206327,1.09011900346007,TRUE
"ITK",3,0,3,1.55898270570116,1.49550808638438e-05,0.998259486010605,0.00172555890853078,0.112354594963281,1.08744769357176,FALSE
"PITPNM2",2,0,1,4.67304019227703,0.999993632310422,6.36768956869587e-06,9.56956614426428e-15,0.336782143977845,1.08653905320784,TRUE
"PTGFRN",3,0,2,2.32999736392619,0.6388592328477,0.361129184417152,1.15827351479566e-05,0.167920984069993,1.08350582302333,TRUE
"MMRN2",2,0,2,2.32421815176618,2.4897545819111e-10,0.253584448631956,0.746415551119069,0.167504481026649,1.08081834786787,FALSE
"C7orf43",2,0,2,2.32195148387261,0.300413006639945,0.698742758369147,0.000844234990907515,0.167341124145161,1.07976429179915,TRUE
"H2AFV",2,0,2,2.31944950522745,0.412114349708015,0.551515381286724,0.0363702690052604,0.16716080861231,1.07860081046948,TRUE
"ZNF777",1,0,1,4.61255110216165,0.997614409900424,0.00238550196822947,8.81313464006682e-08,0.332422745252793,1.07247459923374,TRUE
"ZNF717",1,1,0,0,0.332205459126617,0.486939958407177,0.180854582466205,0,1.07177358266849,TRUE
"MUC21",1,1,0,0,0.331419151101163,0.606016804582376,0.0625640443164608,0,1.06923676653146,FALSE
"BMP1",2,0,2,2.29636580352189,0.868760693373601,0.131239280712637,2.59137624428976e-08,0.165497185311104,1.06786632398372,TRUE
"KCND2",1,0,1,4.59216612552546,0.980460832264043,0.0195385471509323,6.2058502495759e-07,0.330953616836603,1.06773484260795,TRUE
"PUM1",1,0,1,4.58870608138587,0.999998854510137,1.14548986255303e-06,1.46628805129605e-16,0.330704254315494,1.06693033998679,TRUE
"MTF2",2,0,2,2.29369980648883,0.994599740764267,0.00540023271949103,2.65162418480256e-08,0.165305049108613,1.06662657008777,TRUE
"DPYSL2",1,0,1,4.57548866612713,0.995558288769102,0.00444162993082648,8.13000713854268e-08,0.329751686123155,1.06385712912829,TRUE
"FASN",2,0,2,2.28735096874033,0.99999995015986,4.98401399489786e-08,5.86578165724555e-22,0.164847493619952,1.06367420508666,TRUE
"TUBB8",1,0,1,4.55293651717478,0.266953543410632,0.707835377145918,0.0252110794434492,0.328126371389498,1.05861347840794,FALSE
"RRAGC",2,0,2,2.27487305384537,0.600078052257623,0.397983800062249,0.00193814768012778,0.163948220607569,1.05787166914512,TRUE
"MED23",1,0,1,4.53556312360007,0.150657691204943,0.849342306714803,2.08025487697261e-09,0.32687428527521,1.05457395171247,TRUE
"SSRP1",1,0,1,4.53462095578134,0.999693191606899,0.000306808272791637,1.20309507652489e-10,0.326806384019299,1.05435488616037,TRUE
"ZBTB38",2,0,2,2.26416349534202,0.97949144936684,0.0205078513734997,6.99259660708454e-07,0.163176391578627,1.05289146222298,TRUE
"SPTBN2",1,0,1,4.52797775923667,0.999977956591075,2.2043408924764e-05,1.8781227856014e-22,0.326327614335512,1.05281026163609,TRUE
"SCN3A",1,0,1,4.52340700119456,0.999999992847256,7.15274359517823e-09,1.26613451910626e-22,0.325998203581551,1.05174750443496,TRUE
"SORCS3",1,1,0,1.71600338980308,0.325134263508276,0.674865688967158,4.75245658226512e-08,0.123670945875072,1.04896022890379,FALSE
"BRPF1",2,0,1,4.50783950595654,0.999626031304734,0.00037396868728763,7.97862821458177e-12,0.324876267067654,1.04812787121103,FALSE
"PUF60",1,0,1,4.50715933850137,0.849324854511446,0.150564863677616,0.000110281810938077,0.324827247961378,1.04796972395093,TRUE
"TUSC1",1,1,0,1.60488101463581,0.324671553271701,0.609883050463158,0.0654453962651407,0.115662448149204,1.04746741596419,TRUE
"ATP2B4",2,0,2,2.24455300514882,0.521756389409679,0.478243559117524,5.14727978519182e-08,0.161763079760201,1.04377210413029,TRUE
"JAK1",1,0,1,4.47939825497133,0.995909680354616,0.00409031962283366,2.25507499352604e-11,0.32282652961835,1.0415149321722,TRUE
"EHD2",2,0,2,2.23797496019155,0.531641412437229,0.464989567658867,0.00336901990390407,0.161289005497464,1.04071315216508,TRUE
"PPP1R15B",2,2,0,0,0.161223927951919,0.835586348481864,0.00318972356621702,0,1.04029324097925,TRUE
"ST3GAL3",2,0,2,2.23435988951671,0.573989459299218,0.425910763919929,9.9776780852986e-05,0.161028470342103,1.03903205578812,TRUE
"TSC2",5,0,5,0.891075005160002,0.999999983432509,1.65674914826493e-08,9.7956102503699e-22,0.0642190390698579,1.03592923729161,TRUE
"PSMC4",1,0,1,4.45122487849562,0.605976545511019,0.393646934764955,0.000376519724025465,0.320796097663524,1.03496427723622,TRUE
"CTR9",1,0,1,4.43819179373868,0.999999446978789,5.53021211014741e-07,5.03478197095217e-18,0.319856814018085,1.03193392547601,TRUE
"STAG1",1,0,1,4.4269370401461,0.999999910022904,8.99770962298449e-08,1.22223053756462e-20,0.319045693229713,1.02931705748229,FALSE
"CELSR1",1,0,1,4.41591013439498,0.999990747432086,9.25256791345768e-06,6.68208238423401e-20,0.31825099324694,1.02675316690107,FALSE
"SLITRK5",2,0,2,2.18385563128949,0.812088308384531,0.187710445742625,0.000201245872843611,0.157388670197888,1.01554633914145,TRUE
"ADAMTS10",1,0,1,4.36253034948332,0.980346240233128,0.0196537587113703,1.05550174381065e-09,0.314403956271453,1.0143417134207,TRUE
"TNKS",2,0,2,2.17809615871932,0.777115954184058,0.222884041292122,4.52381986699742e-09,0.156973589770467,1.01286804337857,TRUE
"NTRK2",1,0,1,4.34987832504261,0.999893180098198,0.00010681989259615,9.20538720560863e-12,0.313492135328024,1.01139996284905,TRUE
"SIN3B",1,0,1,4.33829383258515,0.992239405222561,0.00776059214246463,2.63497394166178e-09,0.312657250532219,1.00870642653249,TRUE
"SORCS1",2,0,2,2.16856987459807,0.969565842045511,0.0304341579287124,2.57768636709161e-11,0.156287038348162,1.00843808801598,TRUE
"THRA",1,0,1,4.31814744299993,0.167006769731387,0.832385362218959,0.000607868049654164,0.311205316887579,1.00402214431689,TRUE
"SCAF1",1,0,1,4.31563639043541,0.998787538768532,0.00121245780720822,3.42426007375842e-09,0.31102434740486,1.00343829385472,TRUE
"ZNF213",3,1,2,2.1445316671721,0.000112000376515533,0.823263669393933,0.176624330229552,0.15455462460867,0.997621072771465,TRUE
"CDH10",1,1,0,2.11233079743835,0.309152977089917,0.690814760865389,3.22620446940498e-05,0.152233934543815,0.997400809485197,TRUE
"INTS1",2,1,1,1.17983680685159,0.22412137484881,0.775878624960276,1.9091396689623e-10,0.0850298634306925,0.997395199670499,TRUE
"NLGN1",4,0,3,1.42920008451139,0.755797511974091,0.24411687026759,8.5617758319247e-05,0.103001268730909,0.996919548799919,FALSE
"HDAC3",1,0,1,4.27928808694757,0.955038023763879,0.044960983331965,9.92904155755059e-07,0.308404755217568,0.994986868308954,TRUE
"FLNB",2,0,2,2.13542650226349,0.00243124047488239,0.99756875952188,3.23783118333372e-12,0.153898422899927,0.99302560838182,TRUE
"MAP3K10",1,0,1,4.26967312774857,0.792721034473586,0.20722532420765,5.36413187641228e-05,0.307711813055707,0.992751272586499,TRUE
"SEC61A1",1,0,1,4.259799750624,0.995608071830047,0.00439184907724369,7.90927092716191e-08,0.307000246927556,0.990455591532733,TRUE
"PCDHB16",3,0,3,1.41244414966506,0.00177081504936022,0.897216857349261,0.101012327601379,0.10179368235679,0.985231668853819,FALSE
"CLCN3",1,0,1,4.23729622979172,0.993264929284599,0.0067350615086253,9.20677575738198e-09,0.305378436782316,0.985223247445611,TRUE
"FRYL",3,0,2,2.11070207790937,0.999999992503124,7.49687622718013e-09,6.6878299295692e-31,0.152116554073642,0.981528145692228,TRUE
"PTPRM",2,0,2,2.10371463595598,0.999958213992023,4.17860079773411e-05,1.29940659921597e-17,0.151612974907797,0.978278814099947,TRUE
"UBE3A",1,0,1,4.20406885400328,0.999576243958304,0.000423755777459054,2.64237474621981e-10,0.302983767274598,0.97749747579712,TRUE
"GNB2",1,0,1,4.18426049707872,0.989239434673184,0.0107570683115816,3.49701523393963e-06,0.301556195364398,0.972891790313399,TRUE
"SMAD4",1,0,1,4.18242388492993,0.967432535938662,0.0325652684187115,2.19564262683554e-06,0.301423832244956,0.972464755504549,TRUE
"PACS2",2,0,2,2.0833231796064,0.999324515491581,0.000675484341887352,1.66531841324838e-10,0.150143379504019,0.968796287622979,TRUE
"STAT5A",1,0,1,4.14413866673628,0.999866029464463,0.000133970519554613,1.59823290980301e-11,0.298664648215847,0.9635629735775,TRUE
"ASAP2",2,0,2,2.06754763487315,0.99998604336681,1.39566331877996e-05,2.64976352967083e-15,0.149006449034972,0.961460273065847,TRUE
"LLGL1",3,0,3,1.37599677931265,0.977463207224722,0.0225367854637984,7.31148012663045e-09,0.099166950502456,0.959808289440089,TRUE
"LRFN3",1,0,1,4.08833033594122,0.860302995582065,0.137574431513887,0.00212257290404777,0.294642587945951,0.950586853448384,FALSE
"FBXL16",1,0,1,4.08793766359741,0.95155737500943,0.0482991837084133,0.000143441282157119,0.294614288374711,0.950495552321257,TRUE
"TUBGCP4",5,0,2,2.03758039605795,0.00528348188155799,0.994671211073322,4.53070451199915e-05,0.146846734904124,0.947524773284214,FALSE
"IGF2R",4,0,3,1.35641069533897,0.999999196216303,8.03783697431275e-07,3.51790096912114e-23,0.0977553976200974,0.946146276535525,TRUE
"SH2D3C",2,0,2,2.03304671221625,0.000941187334660319,0.996381627958924,0.00267718470641557,0.146519996057142,0.945416499292886,TRUE
"MAPK8IP3",1,0,1,4.0618419442869,0.999999970922629,2.90773714073159e-08,9.41711660543873e-20,0.292733591454414,0.944427978111372,TRUE
"RIMBP2",1,1,0,1.20049437553957,0.292582176020545,0.707410337991669,7.48598778544702e-06,0.0865186373307341,0.943939476018553,TRUE
"RFX3",1,0,1,4.05878539472992,0.999773274384127,0.000226725604222633,1.16507800132425e-11,0.29251330845435,0.943717292920345,TRUE
"KMT2B",1,0,1,4.05509650002228,0.999999997452585,2.54741448520368e-09,2.07210210721289e-24,0.292247452861967,0.942859579740465,TRUE
"PC",1,0,1,4.0498512024901,0.716435670079512,0.283564106696938,2.23223549868594e-07,0.291869428604523,0.941639983850016,TRUE
"MPP6",2,0,2,2.01467637593595,0.930676770761374,0.069320271122048,2.95811657816094e-06,0.145196061106123,0.936873843134227,FALSE
"FRY",1,0,1,4.02714550590294,0.999999999958023,4.19771806202542e-11,5.34490196356081e-35,0.290233047819746,0.936360631424798,TRUE
"PLXNB2",1,0,1,4.01425798270516,0.992862470603308,0.00713752939654439,1.47366173040222e-13,0.289304254675556,0.933364124509096,TRUE
"MAP4K4",1,0,1,4.01324499632493,0.999998979047087,1.02095291326414e-06,2.24158036977468e-17,0.289231249584455,0.933128592774465,TRUE
"YWHAG",1,0,1,4.00505661726071,0.937613568815639,0.0621160183132805,0.000270412871080817,0.288641119873714,0.931224694397891,TRUE
"RPS9",1,0,1,4.00479049181936,0.787131549437011,0.206391470445899,0.00647698011709077,0.288621940433132,0.931162816974804,TRUE
"HIRA",1,0,1,4.00310969973803,0.999998171154956,1.82884504315275e-06,4.58295104736758e-16,0.288500807137153,0.930772012239226,TRUE
"CDK19",1,0,1,3.99984199644516,0.99801709140742,0.00198289723141767,1.13611623159951e-08,0.288265306461881,0.930012231219609,TRUE
"BRAF",1,0,1,3.99133872234548,0.999978196041997,2.18039579639691e-05,3.88216441101404e-14,0.287652482526222,0.928035115892268,FALSE
"KSR2",1,0,1,3.9807702540802,0.999946624685717,5.33753125847522e-05,1.6984977595526e-12,0.286890821754114,0.925577817638811,TRUE
"FAM45A",3,0,3,1.32377036450565,0.000243198672562155,0.923088119197785,0.0766686821296525,0.0954030359570501,0.923378447006494,FALSE
"HNRNPUL1",1,0,1,3.95781634904995,0.99984751233348,0.000152487665622562,8.9699469812296e-13,0.285236552792009,0.920240753711946,TRUE
"NRXN3",1,0,1,3.95694036998317,0.999855500755767,0.000144499225015791,1.92167040578683e-11,0.28517342170474,0.92003707785497,TRUE
"GTF3C2",2,0,2,1.97406964464561,0.999786435918561,0.000213564081355315,8.34365839210673e-14,0.14226956754707,0.917990718849104,TRUE
"WDR26",1,0,1,3.94367602796521,0.99967739101451,0.000322608313534822,6.71955078731638e-10,0.284217471539654,0.916952955950468,TRUE
"TRIM39",1,0,1,3.94200073660764,0.999421097975261,0.000578899232041363,2.79269732460289e-09,0.28409673467629,0.916563430200505,TRUE
"TLE4",1,0,1,3.93998258523125,0.999921640049606,7.83599460658339e-05,4.32776857984013e-12,0.283951288174773,0.916094185298791,TRUE
"ZC3H12B",2,0,2,1.96537382079408,0.972148733086522,0.0278439092163373,7.35769714055976e-06,0.141642866709955,0.913946947845329,FALSE
"PTGER4",1,0,1,3.92427677337562,0.896912956538018,0.102887688059149,0.000199355402832241,0.282819383296576,0.912442391767959,FALSE
"S100G",2,2,0,0.0680098844312863,0.141285757222525,0.627269994765971,0.231444248011503,0.00490141615479951,0.911642708079045,FALSE
"HDAC1",1,0,1,3.90862690185524,0.937916989643132,0.0620807742161009,2.23614076676165e-06,0.2816915099921,0.908803605049907,TRUE
"MINK1",1,0,1,3.90735509724577,0.999984021507432,1.59784925675217e-05,7.45447666193251e-16,0.281599852085154,0.908507894908462,TRUE
"FBXW9",2,0,2,1.95242871066786,1.9961927856908e-09,0.235283100092443,0.764716897911364,0.140709923323433,0.907927154682214,TRUE
"SCOC",1,1,0,0.516246481455288,0.280616505811833,0.631537689330686,0.0878458048574815,0.0372054571952681,0.905335386662716,TRUE
"CSNK2A1",1,0,1,3.89291688240505,0.999646697845993,0.000353301984341174,1.69665732196933e-10,0.28055930187604,0.905150833201829,TRUE
"SF1",1,0,1,3.88457093995518,0.998855016951352,0.00114496833072414,1.47179235116173e-08,0.279957816702335,0.903210299409161,TRUE
"MYB",2,0,2,1.94203525620623,0.88184751057148,0.118152009810623,4.79617896487538e-07,0.139960875651489,0.903093943879122,FALSE
"ZNF219",1,0,1,3.87533606060206,0.988717808247592,0.0112782645915416,3.92716086604669e-06,0.279292266580797,0.901063076903904,TRUE
"TRIM46",1,0,1,3.87360156786084,0.998652125444883,0.00134787012256152,4.43255509344128e-09,0.279167263122649,0.900659786107486,TRUE
"TIAL1",1,0,1,3.8517709694859,0.998790731658321,0.00120925152763177,1.68140470552897e-08,0.27759394994268,0.895583904729776,TRUE
"CHD7",2,0,2,1.92151485885171,0.999999999999751,2.49119737651019e-13,1.75144923185452e-33,0.138481987576066,0.893551456677802,TRUE
"TLK1",1,0,1,3.84142450422389,0.999994767519327,5.23248064327465e-06,2.93147869172187e-14,0.276848288743513,0.893178224892395,TRUE
"ARHGEF1",1,0,1,3.82719827151338,0.909497463749542,0.0905025264373826,9.81307560042448e-09,0.275823015911301,0.889870451626173,TRUE
